value,optlen,family,argv,mode,size,path,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,modprobe8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,129951993,,,13,,,,655360,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,modprobe8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,129974909,,,13,,,,,,,,
,,,,,,,,,,205107,,syscall_write,,,,,0,,1589564952,,,lttng-consumerd,,,,,237968,,,,,,,,,,,,,,,,,,,,,,0,31,,,18,,,,,,,,,2,,,2,,,,,,1897922560,,205107,,,,,,,,,,,129447099,,,12,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,794782476,,4,lttng-consumerd,,,,,237968,,1,,3230929813,,106,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,0,,11423,29736,,,,,,,2817516056,2,,,2,,,enxb827eb8ec29a,,,,,,0,,2579450680,,1322077219,,,,,64,130149856,,,12,92,,58400,24,,6,,
,,,,,,,,,,,,sched_process_exit,,,,,0,,120337361,,,modprobe8:9,,,,,542160,,,,,,,,,,,,,,,,,15404,,,,,0,,,,3,,,,,,,,,0,,,0,,modprobe8:9,,,,,,,,,,20,,,,,,,130497407,,,13,,,,,,,,
,,16,,,,,,,,,,syscall_socket,,,,,0,,892729419,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,0,,,0,,,,,,,,-93,,,,,,,,,,,92234816871255,,,12,,,,,,9,,
,,,,,,,1,,kworker/u8:9,,,sched_process_fork,,4026531836,15405,,0,,120337361,15405,,kworker/u8:9,,,,,542160,,,7737,,,,15405,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,0,,7737,0,,,,,kworker/u8:9,,,,,,,,,,4026531836,,,,130795635,,,13,,,,,,,,
,,,,,,,,,,,,sched_process_exec,,,,15405,0,,120337361,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,15405,,,,,0,,,,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,/sbin/modprobe,,,,,131083550,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92234822333782,,,13,,,,,,,,
,,,,4,,,,,,,,syscall_access,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92234822372115,,,13,,,,,,,,
,,,,3,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,131264487,,,13,,,,524288,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,131286153,,,13,,,,,,,,
,,,,39264,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,131313809,,,13,,,,524288,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128173072,,512,,,,,,,,,,,131326101,,,13,,,,,,,,
,,,,,,,,,,1000,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128171816,,1000,,,,,,,,,,,131340059,,,13,,,,,,,,
,,,,,,,,,,45,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128171760,,45,,,,,,,,,,,131345840,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,131411413,,,13,,,,,,,,
,,,,1,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,131442871,,,13,,,,524288,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,131457819,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92234822587583,,,13,,,,,,,,
,,,,39264,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,131483965,,,13,,,,524288,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128172920,,512,,,,,,,,,,,131495319,,,13,,,,,,,,
,,,,,,,,,,2880,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128169784,,2880,,,,,,,,,,,131517194,,,13,,,,,,,,
,,,,,,,,,,47,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128169728,,47,,,,,,,,,,,131526985,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,131600579,,,13,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187611208,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15594,24157,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590514104,,1322077219,,,,,64,132609168,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187612656,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15595,24156,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590513720,,1322077219,,,,,64,132634793,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187614104,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15596,24155,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590513336,,1322077219,,,,,64,132662240,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187615552,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15597,24154,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590512952,,1322077219,,,,,64,132685313,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187617000,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15598,24153,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590512568,,1322077219,,,,,64,132707657,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187618448,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15599,24152,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590512184,,1322077219,,,,,64,132717657,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187619896,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15600,24151,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590511800,,1322077219,,,,,64,132741251,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187621344,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15601,24150,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590511416,,1322077219,,,,,64,132766980,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187622792,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15602,24149,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590511032,,1322077219,,,,,64,132808125,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187624240,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15603,24148,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590510648,,1322077219,,,,,64,132827865,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187625688,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15604,24147,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590510264,,1322077219,,,,,64,132862135,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187627136,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15605,24146,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590509880,,1322077219,,,,,64,132901250,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187628584,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15606,24145,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590509496,,1322077219,,,,,64,132935885,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187630032,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15607,24144,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590509112,,1322077219,,,,,64,132988801,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187631480,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15608,24143,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590508728,,1322077219,,,,,64,133025364,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187632928,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15609,24142,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590508344,,1322077219,,,,,64,133057968,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187634376,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15610,24141,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590507960,,1322077219,,,,,64,133067395,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187635824,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15611,24140,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590507576,,1322077219,,,,,64,133075676,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187637272,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15612,24139,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2590507192,,1322077219,,,,,64,133084166,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187638720,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15613,24138,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573631672,,1322077219,,,,,64,133092343,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187640168,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15614,24137,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573632056,,1322077219,,,,,64,133122655,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187641616,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15615,24136,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573632440,,1322077219,,,,,64,133132082,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187643064,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15616,24135,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573632824,,1322077219,,,,,64,133184113,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187644512,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15617,24134,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573633208,,1322077219,,,,,64,133237029,,,13,1500,,40460,16,,6,,
,,,,16384,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,133269165,,,13,,,,673792,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187645960,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15618,24133,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573633592,,1322077219,,,,,64,133305779,,,13,1500,,40460,16,,6,,
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,208,,,,,,,,,,,92234824438148,,,13,,,,,,,,31113552
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187647408,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15619,24132,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573633976,,1322077219,,,,,64,133389216,,,13,1500,,40460,16,,6,,
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92234824531949,,,13,,,,,,,,31113552
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133419529,,,13,,,,,,,,
,,,,16384,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,133454320,,,13,,,,673792,,,,
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,120,,,,,,,,,,,92234824584657,,,13,,,,,,,,31146496
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92234824606688,,,13,,,,,,,,31146496
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187648856,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15620,24131,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573634360,,1322077219,,,,,64,133516091,,,13,1500,,40460,16,,6,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133524789,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,133536507,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,655,,,,,,,,,,,133586299,,,13,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187650304,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15621,24130,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573634744,,1322077219,,,,,64,133653538,,,13,1500,,40460,16,,6,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133685569,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133692288,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,133703017,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,20,,,,,,,,,,,133719475,,,13,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133728173,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133731558,,,13,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187651752,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15622,24129,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573635128,,1322077219,,,,,64,133766923,,,13,1500,,40460,16,,6,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,133739527,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,19,,,,,,,,,,,133787027,,,13,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133794735,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133798381,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,133805881,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,127,,,,,,,,,,,133819110,,,13,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133826610,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133829787,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,133837235,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,390,,,,,,,,,,,133850725,,,13,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187653200,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15623,24128,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573635512,,1322077219,,,,,64,133882443,,,13,1500,,40460,16,,6,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133948172,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133952391,,,13,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,133959995,,,13,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,65,,,,,,,,,,,133974526,,,13,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,31114384,,0,,,,,,,,,,,133984474,,,13,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,133987964,,,13,,,,,,,,
,,,,,,,,,,,1,net_dev_queue,229,,,,0,,120337361,,4,kworker/u8:9,,,,,542160,,1,,3187654648,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,15624,24127,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2573635896,,1322077219,,,,,64,134016193,,,13,1500,,40460,16,,6,,
,,,,0,,,,,,,,syscall_open,,,,,0,,240674722,,,kworker/u8:9,,,,,542160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,134031609,,,13,,,,655360,,,,
