value,optlen,family,argv,mode,size,path,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,32240,,,,,,,,syscall_open,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/libgcc_s.so.1,,,,,52838254,,,12,,,,524288,,,,
,,,,,,,,,,45,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124882736,,512,,,,,,,,,,,52673620,,,12,,,,,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124881400,,1080,,,,,,,,,,,52848984,,,12,,,,,,,,
,,,,,,,,,,1080,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124881344,,45,,,,,,,,,,,52856536,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,52922889,,,12,,,,,,,,
,,,,56144,,,,,,,,syscall_open,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,8,,,,,,/lib/arm-linux-gnueabihf/security/pam_chksshpwd.so,,,,,54310800,,,12,,,,524288,,,,
,,,,,,,,,,45,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124883480,,512,,,,,,,,,,,52862109,,,12,,,,,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124882224,,1000,,,,,,,,,,,54339289,,,12,,,,,,,,
,,,,,,,,,,1000,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,2124882168,,45,,,,,,,,,,,54355591,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,54469497,,,12,,,,,,,,
,,,,,,,,,,45,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,8,,,17,,,,,,,,,0,,,0,,,,,,37668616,,0,,,,,,,,,,,54361685,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,7,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,54621007,,,12,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,7,,,17,,,,,,,,,0,,,0,,,,,,37664512,,0,,,,,,,,,,,54610434,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,54656371,,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,6,,,,,,/etc/passwd,,,,,54694704,,,12,,,,524288,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,54797204,,,12,,,,,,,,
,,1,,,,,,,,,,syscall_socket,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,524290,,,,,,0,,,,231,,,,,,,,,0,,,0,,,,,,,,6,,,,,,,,,,,92234074975984,,,12,,,,,,0,,
,,,,,,,,,,,,syscall_connect,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,6,,,233,,,,,,,,,0,,,0,,,,,,,,0,,1994464352,,,,,,,,,92234075013796,,,12,,,,,110,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,55060796,,,12,,,,,,,,
,,,,,,,,,,,,syscall_setresuid,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,4294967295,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92234075120514,,4294967295,12,,,,,,,,
,,,,,,,,,,,,syscall_setresgid,,,,,0,,1544784116,,,sudoTracing.sh,4294967295,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,171,,,,,4294967295,,,,0,,,0,,,,,,,,0,,,,,,,,4294967295,,,92234075147233,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,55147463,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,5,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,55203087,,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,55286108,,,12,,,,655360,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,143,,,,,,,,,,,55364337,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55428190,,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/comm,,,,,55468399,,,12,,,,655360,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,5,,,,,,,,,,,55492930,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55502253,,,12,,,,,,,,
,,,,,,,,,,,,syscall_readlinkat,,,,,0,-100,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,276,,,,,,,,,1,,,1,/proc/sudoTracing.sh/exe,,,,,6301200,,13,,,,,,,,,,,92234075550304,99,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cmdline,,,,,55558763,,,12,,,,655360,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,32,,,,,,,,,,,55580794,,,12,,,,,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,0,,,,,,,,,,,55612512,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55621054,,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/status,,,,,55642981,,,12,,,,655360,,,,
,,,,,,,,,,2048,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,931,,,,,,,,,,,55673189,,,12,,,,,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6360571,,0,,,,,,,,,,,55747408,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55757460,,,12,,,,,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/sessionid,,,,,55780428,,,12,,,,655360,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/proc/sudoTracing.sh/loginuid,,,,,55805376,,,12,,,,655360,,,,
,,,,438,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,15,,,,,,/proc/sudoTracing.sh/cgroup,,,,,55827980,,,12,,,,655360,,,,
,,,,,,,,,,1024,,syscall_read,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,17,,,,,,,,,1,,,1,,,,,,6359640,,143,,,,,,,,,,,55850688,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,15,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,55896522,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56063292,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56070375,,,12,,,,,,,,
,,,,,,,,,,,,sched_process_exec,,,,15349,0,,772392058,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,15349,,,,,0,,,,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,/sbin/modprobe,,,,,56083917,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92234076108062,,,12,,,,,,,,
,,,,493,,,,,,,,syscall_mkdir,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,41,,,,,,,,,1,,,1,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92234076134780,,,12,,,,,,,,
,,,,416,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,56145323,,,12,,,,655426,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92234076197697,,,12,,,,,,,,
,,,,493,,,,,,,,syscall_mkdir,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,41,,,,,,,,,1,,,1,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92234076211447,,,12,,,,,,,,
,,,,416,,,,,,,,syscall_open,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,56202301,,,12,,,,655426,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92234076295509,,,12,,,,,,,,
,,,,4,,,,,,,,syscall_access,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92234076338373,,,12,,,,,,,,
,,,,3,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,56321415,,,12,,,,524288,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,56347665,,,12,,,,,,,,
,,,,22880,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,56395738,,,12,,,,524288,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,sudoTracing.sh,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,0,,,0,,,,,,2125158416,,512,,,,,,,,,,,54650746,,,12,,,,,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2125157160,,1000,,,,,,,,,,,56409800,,,12,,,,,,,,
,,,,,,,,,,1000,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2125157104,,45,,,,,,,,,,,56423186,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56498133,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56517665,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,56518810,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56522196,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56528029,,,12,,,,,,,,
,,,,,,,,,,,,syscall_getpid,,,,,0,,1568831088,,,systemd-journal,,,,,1156664,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,56535529,,,12,,,,,,,,
,,,,1,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,56558810,,,12,,,,524288,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,56575268,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_access,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92234076616393,,,12,,,,,,,,
,,,,22880,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,56601362,,,12,,,,524288,,,,
,,,,,,,,,,45,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2125158264,,512,,,,,,,,,,,56429957,,,12,,,,,,,,
,,,,,,,,,,512,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2125155128,,2880,,,,,,,,,,,56615216,,,12,,,,,,,,
,,,,,,,,,,2880,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2125155072,,47,,,,,,,,,,,56625997,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,56714434,,,12,,,,,,,,
,,,,16384,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,57753388,,,12,,,,673792,,,,
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,208,,,,,,,,,,,92234077806752,,,12,,,,,,,,28143952
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92234077865085,,,12,,,,,,,,28143952
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,57840627,,,12,,,,,,,,
,,,,16384,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,57875679,,,12,,,,673792,,,,
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,120,,,,,,,,,,,92234077916908,,,12,,,,,,,,28176896
,,,,,,,,,,32768,,syscall_getdents64,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,92234077938835,,,12,,,,,,,,28176896
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,57913960,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,57947450,,,12,,,,655360,,,,
,,,,,,,,,,47,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,655,,,,,,,,,,,56636102,,,12,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,0,,,,,,,,,,,58007241,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,58063282,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,58073543,,,12,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,20,,,,,,,,,,,58057189,,,12,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,0,,,,,,,,,,,58089741,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,58101772,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,58109532,,,12,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,19,,,,,,,,,,,58098543,,,12,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,0,,,,,,,,,,,58123803,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,58134532,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,58141303,,,12,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,127,,,,,,,,,,,58131355,,,12,,,,,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,0,,,,,,,,,,,58154324,,,12,,,,,,,,
,,,,,,,,,,,,syscall_close,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,58165001,,,12,,,,,,,,
,,,,0,,,,,,,,syscall_open,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,58172449,,,12,,,,655360,,,,
,,,,,,,,,,4096,,syscall_read,,,,,0,,1544784116,,,modprobe8:9,,,,,1640856,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,28144784,,390,,,,,,,,,,,58161876,,,12,,,,,,,,
