value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,transport_header_type,count,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,nodep,ruid,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,ksoftirqd/0,,,,,916000,1,,3200074104,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24303,15448,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545377464,,1322077219,,,,,64,55558923,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,mmcqd/0,,,,,916000,1,,3200084240,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24310,15441,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545380152,,1322077219,,,,,64,55847827,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,mmcqd/0,,,,,916000,1,,3200085688,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24311,15440,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545380536,,1322077219,,,,,64,55926265,,,30,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_exit_socket,,,,,0,,295268425,,,sudoTracing.sh,,,,,916000,,,,,,,,,,,,,,,,,,,,,0,,,,534,,,,,,,,,0,,,0,,,,,,,,-93,,,,,,,,,,,92240518700884,,,30,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200097272,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24319,15432,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545383608,,1322077219,,,,,64,56992770,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200098720,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24320,15431,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545383992,,1322077219,,,,,64,57064384,,,30,1500,,40460,16,,6,,
,,16,,,,,,,,,syscall_socket,,,,,0,,590536850,,,sudoTracing.sh,,,,,916000,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,0,,,0,,,,,,,,-93,,,,,,,,,,,92240518752342,,,30,,,,,,9,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200103064,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24323,15428,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2545385144,,1322077219,,,,,64,62527015,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200104512,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24324,15427,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544099512,,1322077219,,,,,64,62558838,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200105960,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24325,15426,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544099896,,1322077219,,,,,64,62588734,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200107408,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24326,15425,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544100280,,1322077219,,,,,64,62628056,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200108856,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24327,15424,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544100664,,1322077219,,,,,64,62664775,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200110304,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24328,15423,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544101048,,1322077219,,,,,64,62674827,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200111752,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24329,15422,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544101432,,1322077219,,,,,64,62682900,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200113200,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24330,15421,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544101816,,1322077219,,,,,64,62691233,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200114648,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24331,15420,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544102200,,1322077219,,,,,64,62741493,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200116096,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24332,15419,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544102584,,1322077219,,,,,64,62835660,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200117544,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24333,15418,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544102968,,1322077219,,,,,64,62845451,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200118992,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24334,15417,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544103352,,1322077219,,,,,64,62853733,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200120440,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24335,15416,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544103736,,1322077219,,,,,64,62862014,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200121888,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24336,15415,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544104120,,1322077219,,,,,64,62896701,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200123336,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24337,15414,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544104504,,1322077219,,,,,64,62944045,,,30,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,295268425,,4,hass)0,,,,,916000,1,,3200124784,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,24338,15413,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2544104888,,1322077219,,,,,64,62981388,,,30,1500,,40460,16,,6,,
