value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,transport_header_type,count,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,info,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233118950,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47394,57892,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245609528,,1322077219,,,,,64,99695251,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,99707282,,,74,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,99713949,,,74,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92253715538517,,,74,,,,,,,,
,,,,493,,,,,,,syscall_mkdir,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,41,,,,,,,,,1,,,1,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92253715557996,,,74,,,,,,,,
,,,,416,,,,,,,syscall_open,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,99767438,,,74,,,,655426,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/run/systemd/journal/flushed,,,,,92253715604194,,,74,,,,,,,,
,,,,493,,,,,,,syscall_mkdir,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,41,,,,,,,,,1,,,1,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,-2,,,,,,,,,,,92253715615444,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233120398,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47395,57891,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245609144,,1322077219,,,,,64,99805927,,,74,1500,,40460,16,,6,,
,,,,416,,,,,,,syscall_open,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,,99811396,,,74,,,,655426,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233121846,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47396,57890,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245608760,,1322077219,,,,,64,99933635,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,100046134,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233123294,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47397,57889,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245608376,,1322077219,,,,,64,100054207,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,100058270,,,74,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,100063218,,,74,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,100066655,,,74,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,428782902,,,,systemd-journal,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,121,,,,,,,,,,,100072332,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233124742,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47398,57888,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245607992,,1322077219,,,,,64,100188061,,,74,1500,,40460,16,,6,,
,,,,,,1,,kworker/u8:9,,,sched_process_fork,,4026531836,16420,,0,,214391451,,16420,,kworker/u8:9,,,,,261928,,,7737,,,,16420,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,1,,7737,1,,,,,kworker/u8:9,,,,,,,,,,4026531836,,,,100304623,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,rs:main Q:Reg,,,,,446592,,1,,3233126190,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47399,57887,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2245607608,,1322077219,,,,,64,100318633,,,74,1500,,40460,16,,6,,
,,,,,,,,,,128,syscall_write,,,,,0,,424202506,,,,rs:main Q:Reg,,,,,446592,,,,,,,,,,,,,,,,,,,,,,0,9,,,18,,,,,,,,,0,,,0,,,,,,1981937456,,128,,,,,,,,,,,100341810,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,rs:main Q:Reg,,,,,446592,,1,,3233127638,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47400,57886,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070328504,,1322077219,,,,,64,100438685,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233129086,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47401,57885,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070328120,,1322077219,,,,,64,100561549,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233130534,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47402,57884,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070327736,,1322077219,,,,,64,100684673,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,sched_process_exec,,,,16420,0,,214391451,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,16420,,,,,0,,,,8,,,,,,,,,1,,,1,,,,,,,,,,,,,,/sbin/modprobe,,,,,100687121,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233131982,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47403,57883,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070327352,,1322077219,,,,,64,100805923,,,74,1500,,40460,16,,6,,
,,,,0,,,,,,,syscall_access,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92253716648512,,,74,,,,,,,,
,,,,4,,,,,,,syscall_access,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92253716687991,,,74,,,,,,,,
,,,,3,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,100881756,,,74,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,100903474,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233133430,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47404,57882,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070326968,,1322077219,,,,,64,100934307,,,74,1500,,40460,16,,6,,
,,,,51552,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,100935922,,,74,,,,524288,,,,
,,,,,,,,,,512,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128926736,,512,,,,,,,,,,,100950089,,,74,,,,,,,,
,,,,,,,,,,1000,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128925480,,1000,,,,,,,,,,,100964099,,,74,,,,,,,,
,,,,,,,,,,45,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128925424,,45,,,,,,,,,,,100969984,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233134878,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47405,57881,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070326584,,1322077219,,,,,64,101037536,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,101042328,,,74,,,,,,,,
,,,,1,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/ld.so.cache,,,,,101078994,,,74,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,101096338,,,74,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,1,,,1,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92253716925802,,,74,,,,,,,,
,,,,51552,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,101121963,,,74,,,,524288,,,,
,,,,,,,,,,512,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128926584,,512,,,,,,,,,,,101135661,,,74,,,,,,,,
,,,,,,,,,,2880,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128923448,,2880,,,,,,,,,,,101146963,,,74,,,,,,,,
,,,,,,,,,,47,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,2128923392,,47,,,,,,,,,,,101157379,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233136326,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47406,57880,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070326200,,1322077219,,,,,64,101164671,,,74,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,101233629,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233137774,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47407,57879,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070325816,,1322077219,,,,,64,101284722,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233139222,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47408,57878,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070325432,,1322077219,,,,,64,101405191,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233140670,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47409,57877,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070325048,,1322077219,,,,,64,101647533,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233142118,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47410,57876,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070324664,,1322077219,,,,,64,101706439,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233143566,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47411,57875,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070324280,,1322077219,,,,,64,101799199,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233145014,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47412,57874,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070323896,,1322077219,,,,,64,101939563,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233146462,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47413,57873,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070323512,,1322077219,,,,,64,102063000,,,74,1500,,40460,16,,6,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233147910,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47414,57872,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070323128,,1322077219,,,,,64,102183572,,,74,1500,,40460,16,,6,,
,,,,16384,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d,,,,,102181802,,,74,,,,673792,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,1,,,1,,,,,,,,208,,,,,,,,,,,92253718018922,,,74,,,,,,,,15143248
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253718079547,,,74,,,,,,,,15143248
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102266645,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233149358,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47415,57871,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070322744,,1322077219,,,,,64,102302947,,,74,1500,,40460,16,,6,,
,,,,16384,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,102301332,,,74,,,,673792,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,1,,,1,,,,,,,,120,,,,,,,,,,,92253718131213,,,74,,,,,,,,15176192
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253718154442,,,74,,,,,,,,15176192
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102341332,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,102351228,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,655,,,,,,,,,,,102400394,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233150806,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47416,57870,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070322360,,1322077219,,,,,64,102424248,,,74,1500,,40460,16,,6,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102452217,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102458050,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,102470707,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,20,,,,,,,,,,,102486748,,,74,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102495081,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102498467,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,102506175,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,19,,,,,,,,,,,102520238,,,74,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102527790,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102532269,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,102539300,,,74,,,,655360,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233152254,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47417,57869,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070321976,,1322077219,,,,,64,102550602,,,74,1500,,40460,16,,6,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,127,,,,,,,,,,,102552425,,,74,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102560081,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102563258,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,102570550,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,390,,,,,,,,,,,102583831,,,74,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102639143,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102642685,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,102650497,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,65,,,,,,,,,,,102663987,,,74,,,,,,,,
,,,,,,,,,1,,net_dev_queue,229,,,,0,,212101253,,,4,swapper/0,,,,,446592,,1,,3233153702,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,0,,47418,57868,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3070321592,,1322077219,,,,,64,102668935,,,74,1500,,40460,16,,6,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,0,,,,,,,,,,,102673987,,,74,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,102677372,,,74,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,102684872,,,74,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,428782902,,,,kworker/u8:9,,,,,261928,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,1,,,1,,,,,,15144080,,55,,,,,,,,,,,102702737,,,74,,,,,,,,
