value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,transport_header_type,count,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,info,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,tos,envp,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,127,,,,,,,,,,,83566490,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,0,,,,,,,,,,,83589615,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83600240,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,83607480,,,73,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,390,,,,,,,,,,,83597115,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,0,,,,,,,,,,,83620761,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83676594,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,83683625,,,73,,,,655360,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,5,,,,,,/etc/passwd,,,,,83689563,,,73,,,,524288,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,65,,,,,,,,,,,83673261,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,0,,,,,,,,,,,83696802,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83709771,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,83717479,,,73,,,,655360,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,55,,,,,,,,,,,83706490,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,5538960,,0,,,,,,,,,,,83734875,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83743625,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,83748937,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/proc/cmdline,,,,,83748989,,,73,,,,655360,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,5,,,,,,/etc/nsswitch.conf,,,,,83783520,,,73,,,,131072,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2126961420,,259,,,,,,,,,,,83740396,,,73,,,,,,,,
,,,,,,,,,,4095,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2126961679,,0,,,,,,,,,,,83781489,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83799510,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15951232,,529,,,,,,,,,,,83806854,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15951232,,0,,,,,,,,,,,83841124,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.dep.bin,,,,,83837166,,,73,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,83845604,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83867062,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.alias.bin,,,,,83873624,,,73,,,,655360,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,1,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565471611,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83901437,,,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,5,,,,,,/etc/sudoers,,,,,83896228,,,73,,,,131072,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15951232,,669,,,,,,,,,,,83909562,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.symbols.bin,,,,,83907634,,,73,,,,655360,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565521558,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565525360,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresgid,,,,,0,,928329642,,,,sudoTracing.sh,4294967295,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,171,,,,,4294967295,,,,1,,,1,,,,,,,,0,,,,,,,,4294967295,,,92253565532235,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83936020,,,73,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,83942426,,,73,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83963936,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15958152,,669,,,,,,,,,,,83973520,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15958821,,0,,,,,,,,,,,83980811,,,73,,,,,,,,
,,,,41216,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/sudoers.d,,,,,84178414,,,73,,,,673792,,,,
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,178,,,,,,,,,1,,,1,,,,,,,,176,,,,,,,,,,,92253565797599,,,73,,,,,,,,15975584
,,,,,,,,,,32768,syscall_getdents64,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,178,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565843744,,,73,,,,,,,,15975584
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,84248206,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,1,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565859473,,4294967295,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/sudoers.d/010_pi-nopasswd,,,,,84274560,,,73,,,,131072,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15975912,,27,,,,,,,,,,,84291226,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565898848,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565902754,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresgid,,,,,0,,928329642,,,,sudoTracing.sh,4294967295,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,171,,,,,4294967295,,,,1,,,1,,,,,,,,0,,,,,,,,4294967295,,,92253565908900,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15980064,,27,,,,,,,,,,,84326226,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15980091,,0,,,,,,,,,,,84330080,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15980064,,0,,,,,,,,,,,84362893,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,84370132,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,1,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253565976452,,4294967295,73,,,,,,,,
,,,,,,,,,,,sched_process_exit,,,,,0,,458380316,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,16405,,,,,0,,,,3,,,,,,,,,0,,,0,,modprobe8:0,,,,,,,,,,20,,,,,,,84391591,,,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/sudoers.d/020_homeassistant_hassbian-scripts,,,,,84392059,,,73,,,,131072,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,211,,,,,,,,,,,84409768,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253566017285,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253566020983,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresgid,,,,,0,,928329642,,,,sudoTracing.sh,4294967295,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,171,,,,,4294967295,,,,1,,,1,,,,,,,,0,,,,,,,,4294967295,,,92253566024681,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15975912,,211,,,,,,,,,,,84439559,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15976123,,0,,,,,,,,,,,84447267,,,73,,,,,,,,
,,16,,,,,,,,,syscall_socket,,,,,0,,916760632,,,,sudoTracing.sh,,,,,644160,,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,0,,,0,,,,,,,,-93,,,,,,,,,,,92253562519854,,,73,,,,,,9,,
,,,,,,1,,kworker/u8:0,,,sched_process_fork,,4026531836,16406,,0,,464164821,,16406,,kworker/u8:0,,,,,714176,,,7342,,,,16406,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,1,,7342,1,,,,,kworker/u8:0,,,,,,,,,,4026531836,,,,84661225,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15975912,,0,,,,,,,,,,,84704662,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,84713047,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,1,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253566320513,,4294967295,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/sudoers.d/README,,,,,84741276,,,73,,,,131072,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,958,,,,,,,,,,,84757631,,,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253566367700,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,4294967295,,,,,,,,,,0,,,,169,,0,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,92253566371554,,4294967295,73,,,,,,,,
,,,,,,,,,,,syscall_setresgid,,,,,0,,928329642,,,,sudoTracing.sh,4294967295,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,171,,,,,4294967295,,,,1,,,1,,,,,,,,0,,,,,,,,4294967295,,,92253566375565,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15975552,,958,,,,,,,,,,,84786901,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15976510,,0,,,,,,,,,,,84791485,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15975552,,0,,,,,,,,,,,84856953,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,84862057,,,73,,,,,,,,
,,,,,,,,,,8192,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,5,,,17,,,,,,,,,1,,,1,,,,,,15958152,,0,,,,,,,,,,,84872057,,,73,,,,,,,,
,,1,,,,,,,,,syscall_socket,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,526337,,,,,,0,,,,231,,,,,,,,,1,,,1,,,,,,,,6,,,,,,,,,,,92253566500616,,,73,,,,,,0,,
,,,,,,,,,,,sched_process_exec,,,,16406,0,,458380316,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,16406,,,,,0,,,,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,/sbin/modprobe,,,,,84941067,,,73,,,,,,,,
,,,,,,,,,,,syscall_connect,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,233,,,,,,,,,1,,,1,,,,,,,,-2,,2124013688,,,,,,,,,92253566530772,,,73,,,,,110,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,84979504,,,73,,,,,,,,
,,1,,,,,,,,,syscall_socket,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,526337,,,,,,0,,,,231,,,,,,,,,1,,,1,,,,,,,,6,,,,,,,,,,,92253566593793,,,73,,,,,,0,,
,,,,,,,,,,,syscall_connect,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,233,,,,,,,,,1,,,1,,,,,,,,-2,,2124013960,,,,,,,,,92253566604418,,,73,,,,,110,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,85024140,,,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/host.conf,,,,,85046119,,,73,,,,524288,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,9,,,,,,,,,,,85066483,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,0,,,,,,,,,,,85076014,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,85079973,,,73,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,916760632,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92253566682438,,,73,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,16403,,,,,,,,,,,85095858,,,73,,,,,,,,
,,,,438,,,,,,,syscall_open,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,6,,,,,,/etc/resolv.conf,,,,,85103358,,,73,,,,524288,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,127,,,,,,,,,,,85117316,,,73,,,,,,,,
,,,,4,,,,,,,syscall_access,,,,,0,,916760632,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92253566718792,,,73,,,,,,,,
,,,,,,,,,,4096,syscall_read,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,17,,,,,,,,,1,,,1,,,,,,15996672,,0,,,,,,,,,,,85133462,,,73,,,,,,,,
,,,,3,,,,,,,syscall_open,,,,,0,,916760632,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,85128618,,,73,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,928329642,,,,sudoTracing.sh,,,,,714176,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,85136795,,,73,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,916760632,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,85143722,,,73,,,,,,,,
,,,,2400,,,,,,,syscall_open,,,,,0,,916760632,,,,kworker/u8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,85169556,,,73,,,,524288,,,,
,,,,,,,,,,3836,syscall_read,,,,,0,,916760632,,,,modprobe8:0,,,,,644160,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128316432,,512,,,,,,,,,,,83795395,,,73,,,,,,,,
