value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,envp,tos,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,0,,,,,,,syscall_open,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.alias.bin,,,,,79390330,,,21,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,79422361,,,21,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.symbols.bin,,,,,79428819,,,21,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,79455538,,,21,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,1,,,1,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,79465173,,,21,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,2287288074,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,1,,,1,,,,,,,,0,,,,,,,,,,,79493923,,,21,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193711465,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19861,19890,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3072108216,,1322077219,,,,,64,79523402,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193712913,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19862,19889,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3072107832,,1322077219,,,,,64,79613141,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193714361,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19863,19888,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3072107448,,1322077219,,,,,64,79731786,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193715809,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19864,19887,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3072107064,,1322077219,,,,,64,79845692,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193717257,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19865,19886,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,3072106680,,1322077219,,,,,64,79979650,,,22,1500,,40460,16,,6,,
,,,,,,,,,,,sched_process_exit,,,,,0,,1143644037,,,modprobe8:0,,,,,1197640,,,,,,,,,,,,,,,,,15515,,,,,0,,,,3,,,,,,,,,1,,,1,,modprobe8:0,,,,,,,,,,20,,,,,,,80043087,,,21,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193718705,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19866,19885,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2579447480,,1322077219,,,,,64,80100118,,,22,1500,,40460,16,,6,,
,,16,,,,,,,,,syscall_socket,,,,,0,,2287288074,,,sudoTracing.sh,,,,,1197640,,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,1,,,1,,,,,,,,-93,,,,,,,,,,,92237317745273,,,21,,,,,,9,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193720153,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19867,19884,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2579447096,,1322077219,,,,,64,80225170,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193721601,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19868,19883,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2579446712,,1322077219,,,,,64,80342929,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193723049,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19869,19882,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2579446328,,1322077219,,,,,64,80466366,,,22,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,238749833,,4,swapper/0,,,,,672528,,1,,3193724497,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19870,19881,,,,,,,2861157994,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2579445944,,1322077219,,,,,64,80584595,,,22,1500,,40460,16,,6,,
,,,,,,,,,,,syscall_getpid,,,,,0,,2287288074,,,sudoTracing.sh,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,1,,,1,,,,,,,,15500,,,,,,,,,,,80679647,,,21,,,,,,,,
,,,,,,,,,,,syscall_kill,,,,,0,,2287288074,,,sudoTracing.sh,,,,,1197640,,,,,,,,,,,,,,13,,,,,,,,0,,,,39,,,,,,,15500,,1,,,1,,,,,,,,0,,,,,,,,,,,92237321940410,,,21,,,,,,,,
,,,,,,,,,,,syscall_getpgid,,,,,0,,2287288074,,,sudoTracing.sh,,,,,1197640,,,,,,,,,,,,,,,,,,,,,,0,,,,108,,,,,,,15500,,1,,,1,,,,,,,,6378,,,,,,,,,,,92237321970774,,,21,,,,,,,,
,,,,,,,,,,,sched_process_exit,,,,,0,,1143644037,,,sudoTracing.sh,,,,,1197640,,,,,,,,,,,,,,,,,15500,,,,,0,,,,3,,,,,,,,,1,,,1,,sudoTracing.sh,,,,,,,,,,20,,,,,,,81442976,,,21,,,,,,,,
,,,,,,1,,startTracing.sh,,,sched_process_fork,,4026531836,15516,,0,,1151700354,15516,,startTracing.sh,,,,,522200,,,6382,,,,15516,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,3,,6382,3,,,,,startTracing.sh,,,,,,,,,,4026531836,,,,82010890,,,21,,,,,,,,
,,,,,,,,,,,syscall_clone,,,,,0,,2303400708,,,startTracing.sh,,,,,522200,,,,,0,,0,,,,,,,,,,,,,,,0,,,,99,,,,,,,,,3,,0,3,,,,18874385,,,,15516,,,,,,,,,,,92237323075665,,,21,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,0,,,0,,,,,,,,15516,,,,,,,,,,,82172296,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,255,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,82301097,,,22,,,,,,,,
,,,,,,,,,,,sched_process_exec,,,,15516,0,,238749833,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,15516,,,,,0,,,,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,/usr/bin/sudo,,,,,83120521,,,22,,,,,,,,
,,,18706856,,,,,,,,syscall_execve,,,,,0,,1367444356,,,startTracing.sh,,,,,974752,,,,,,,,,,,,,,,,,,,,,,0,,18707464,,24,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,107144138,,,21,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237324520033,,,22,,,,,,,,
,,,,4,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,0,,,,,,/etc/ld.so.preload,,,,,92237324560814,,,22,,,,,,,,
,,,,3,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/etc/ld.so.preload,,,,,83317551,,,22,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83340676,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,,83376249,,,22,,,,524288,,,,
,,,,,,,,,3836,,syscall_read,,,,,0,,477499666,,,modprobe8:0,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,0,,,0,,,,,,2128340736,,512,,,,,,,,,,,71823490,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339480,,1000,,,,,,,,,,,83389009,,,22,,,,,,,,
,,,,,,,,,1000,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339424,,45,,,,,,,,,,,83403228,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83473800,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/v7l/neon/vfp/libaudit.so.1,,,,,83508123,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/v7l/neon/libaudit.so.1,,,,,83524686,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/v7l/vfp/libaudit.so.1,,,,,83536040,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/v7l/libaudit.so.1,,,,,83546560,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/neon/vfp/libaudit.so.1,,,,,83557081,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/neon/libaudit.so.1,,,,,83567602,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/vfp/libaudit.so.1,,,,,83577967,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/tls/libaudit.so.1,,,,,83588123,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/v7l/neon/vfp/libaudit.so.1,,,,,83599894,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/v7l/neon/libaudit.so.1,,,,,83610987,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/v7l/vfp/libaudit.so.1,,,,,83622133,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/v7l/libaudit.so.1,,,,,83632237,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/neon/vfp/libaudit.so.1,,,,,83643227,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/neon/libaudit.so.1,,,,,83654685,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/vfp/libaudit.so.1,,,,,83664893,,,22,,,,524288,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libaudit.so.1,,,,,83674997,,,22,,,,524288,,,,
,,,,1,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/etc/ld.so.cache,,,,,83689164,,,22,,,,524288,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83702445,,,22,,,,,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237324968937,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/lib/arm-linux-gnueabihf/libaudit.so.1,,,,,83728955,,,22,,,,524288,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340584,,512,,,,,,,,,,,83409165,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339288,,1040,,,,,,,,,,,83741872,,,22,,,,,,,,
,,,,,,,,,1040,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339232,,45,,,,,,,,,,,83748539,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83822340,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libselinux.so.1,,,,,83849892,,,22,,,,524288,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237325113416,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/lib/arm-linux-gnueabihf/libselinux.so.1,,,,,83870830,,,22,,,,524288,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340560,,512,,,,,,,,,,,83754007,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339144,,1160,,,,,,,,,,,83884840,,,22,,,,,,,,
,,,,,,,,,1160,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339088,,45,,,,,,,,,,,83890986,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,83960881,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libutil.so.1,,,,,83988277,,,22,,,,524288,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237325251592,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/lib/arm-linux-gnueabihf/libutil.so.1,,,,,84008485,,,22,,,,524288,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340536,,512,,,,,,,,,,,83896663,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339160,,1120,,,,,,,,,,,84019319,,,22,,,,,,,,
,,,,,,,,,1120,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339104,,47,,,,,,,,,,,84026089,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,84082600,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/usr/lib/sudo/libsudo_util.so.0,,,,,84093745,,,22,,,,524288,,,,
,,,,,,,,,47,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340512,,512,,,,,,,,,,,84031350,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128338856,,1080,,,,,,,,,,,84105985,,,22,,,,,,,,
,,,,,,,,,1080,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128338800,,45,,,,,,,,,,,84115985,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,84171245,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libdl.so.2,,,,,84199474,,,22,,,,524288,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237325462945,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/lib/arm-linux-gnueabihf/libdl.so.2,,,,,84219474,,,22,,,,524288,,,,
,,,,,,,,,45,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340488,,512,,,,,,,,,,,84122079,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339112,,1120,,,,,,,,,,,84229786,,,22,,,,,,,,
,,,,,,,,,1120,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128339056,,47,,,,,,,,,,,84236036,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,84294265,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libc.so.6,,,,,84304734,,,22,,,,524288,,,,
,,,,0,,,,,,,syscall_access,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,36,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/etc/ld.so.nohwcap,,,,,92237325567737,,,22,,,,,,,,
,,,,35168,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,3,,,,,,/lib/arm-linux-gnueabihf/libc.so.6,,,,,84323692,,,22,,,,524288,,,,
,,,,,,,,,47,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128340464,,512,,,,,,,,,,,84241193,,,22,,,,,,,,
,,,,,,,,,512,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128337328,,2880,,,,,,,,,,,84334630,,,22,,,,,,,,
,,,,,,,,,2880,,syscall_read,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,17,,,,,,,,,0,,,0,,,,,,2128337272,,47,,,,,,,,,,,84341401,,,22,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,84435723,,,22,,,,,,,,
,,,,24528,,,,,,,syscall_open,,,,,0,,477499666,,,startTracing.sh,,,,,672528,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,0,,,0,,,,,,,,-2,,,,,,/usr/lib/sudo/libcap-ng.so.0,,,,,84513014,,,22,,,,524288,,,,
