value,optlen,family,argv,mode,size,_vtids_length,tidptr,parent_comm,count,transport_header_type,a_nomEvent,window_size,child_ns_inum,child_pid,old_tid,stream_id,dfd,d_timestamp,vtids,version,p_name,egid,grouplist,tcache,head,content_size,state,network_header_type,parent_pid,seq,newsp,len,child_tid,dest_port,saddr,uid,frag_off,ruid,nodep,sig,ihl,type,tid,ovalue,data_offset,level,reserved,events_discarded,fd,envp,tos,id,checksum,euid,optname,fildes,sgid,gid,pid,ack_seq,stream_instance_id,how,parent_tid,cpu_id,pathname,comm,name,clone_flags,child_comm,buf,which,ret,urg_ptr,uservaddr,skbaddr,prio,daddr,filename,parent_ns_inum,rgid,cpup,ttl,timestamp,bufsiz,suid,packet_seq_num,tot_len,optval,source_port,flags,addrlen,protocol,gidsetsize,dirent
,,,,16384,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d,,,,,107233930,,,19,,,,673792,,,,
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,120,,,,,,,,,,,92236140542432,,,19,,,,,,,,1647104
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92236140565245,,,19,,,,,,,,1647104
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107274502,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d/aliases.conf,,,,,107285492,,,19,,,,655360,,,,
,,,,,,,,,47,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,655,,,,,,,,,,,105989665,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107336429,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107397783,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8192cu.conf,,,,,107408252,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,20,,,,,,,,,,,107391689,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107424814,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107437002,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/blacklist-rtl8xxxu.conf,,,,,107444710,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,19,,,,,,,,,,,107433668,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107458877,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107469554,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/dkms.conf,,,,,107476481,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,127,,,,,,,,,,,107466220,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107489762,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107500126,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modprobe.d/fbdev-blacklist.conf,,,,,107507470,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,390,,,,,,,,,,,107497053,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107520855,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107576064,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/etc/modprobe.d/ipv6.conf,,,,,107582939,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,65,,,,,,,,,,,107572730,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107595751,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107608824,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.softdep,,,,,107616376,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,55,,,,,,,,,,,107605543,,,19,,,,,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,1614992,,0,,,,,,,,,,,107633928,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107642678,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/proc/cmdline,,,,,107648094,,,19,,,,655360,,,,
,,,,,,,,,4096,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2129783564,,259,,,,,,,,,,,107639449,,,19,,,,,,,,
,,,,,,,,,4095,,syscall_read,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,17,,,,,,,,,3,,,3,,,,,,2129783823,,0,,,,,,,,,,,107678198,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107693407,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.dep.bin,,,,,107728771,,,19,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107765906,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.alias.bin,,,,,107772469,,,19,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107803354,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.symbols.bin,,,,,107809604,,,19,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107836062,,,19,,,,,,,,
,,,,0,,,,,,,syscall_open,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,0,,,,,,/lib/modules/4.9.80-v7+/modules.builtin.bin,,,,,107842469,,,19,,,,655360,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,0,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,107862885,,,19,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3232338585,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,,0,12506,27245,,,,,,,2817516772,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586106808,,1322077219,,,,,64,107963458,,,20,1500,,58400,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3232340033,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,,0,12507,27244,,,,,,,2817516772,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586107192,,1322077219,,,,,64,107998510,,,20,1500,,58400,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3232341481,,1514,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,,0,12508,27243,,,,,,,2817516772,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586106040,,1322077219,,,,,64,108013822,,,20,1500,,58400,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,84270288,,4,swapper/0,,,,,328328,,1,,3232342929,,122,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,,0,12509,28634,,,,,,,2817516772,0,,,0,,,enxb827eb8ec29a,,,,,,0,,2586106424,,1322077219,,,,,64,108061686,,,20,108,,58400,24,,6,,
,,,,,,,,,,,sched_process_exit,,,,,0,,175405960,,,kworker/u8:0,,,,,157880,,,,,,,,,,,,,,,,,15485,,,,,0,,,,3,,,,,,,,,3,,,3,,modprobe8:0,,,,,,,,,,20,,,,,,,108245279,,,19,,,,,,,,
,,16,,,,,,,,,syscall_socket,,,,,0,,169706924,,,sudoTracing.sh,,,,,75616,,,,,,,,,,,,,,,,3,,,,,,0,,,,231,,,,,,,,,2,,,2,,,,,,,,-93,,,,,,,,,,,92236137097344,,,20,,,,,,9,,
,,,,,,,,,,,syscall_getpgrp,,,,,0,,169706924,,,sudoTracing.sh,,,,,75616,,,,,,,,,,,,,,,,,,,,,,0,,,,61,,,,,,,,,2,,,2,,,,,,,,24421,,,,,,,,,,,92236141702062,,,20,,,,,,,,
,,,,,,1,,sudoTracing.sh,,,sched_process_fork,,4026531836,15486,,0,,84853462,15486,,sudoTracing.sh,,,,,75616,,,15482,,,,15486,,,,,,,,,,,,,,,0,,,,9,,,,,,,,,2,,15482,2,,,,,sudoTracing.sh,,,,,,,,,,4026531836,,,,108834495,,,20,,,,,,,,
,,,,,,,,,,,syscall_clone,,,,,0,,169706924,,,sudoTracing.sh,,,,,75616,,,,,0,,0,,,,,,,,,,,,,,,0,,,,99,,,,,,,,,2,,0,2,,,,18874385,,,,15486,,,,,,,,,,,92236141723521,,,20,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,169706924,,,sudoTracing.sh,,,,,75616,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,2,,,2,,,,,,,,0,,,,,,,,,,,108893714,,,20,,,,,,,,
,,,,,,,,,,,syscall_set_robust_list,,,,,0,,350811920,,,sudoTracing.sh,,,,1993072752,157880,,,,,,12,,,,,,,,,,,,,,,,0,,,,282,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92236142242320,,,19,,,,,,,,
,,,,,,,,,,,syscall_getpid,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,30,,,,,,,,,3,,,3,,,,,,,,15486,,,,,,,,,,,109022776,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,5,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109225483,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109231473,,,19,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3232342985,,90,,5342,1322077235,,16384,,,,5,,,,8,,0,0,,,0,12510,28665,,,,,,,2817516784,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586105656,,1322077219,,,,,64,109233504,,,20,76,,58400,24,,6,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,4,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109234181,,,19,,,,,,,,
,,,,,,,,,,,syscall_setresuid,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,0,,,,,,,,,,0,,,,169,,0,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92236142631225,,0,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,6,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109373086,,,19,,,,,,,,
,,,,464,,,,,,,syscall_open,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,,3,,,3,,,,,,,,4,,,,,,/proc/self/fd,,,,,109405222,,,19,,,,673792,,,,
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,4,,,178,,,,,,,,,3,,,3,,,,,,,,192,,,,,,,,,,,92236142798932,,,19,,,,,,,,31806912
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,7,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109587200,,,19,,,,,,,,
,,,,,,,,,32768,,syscall_getdents64,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,4,,,178,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,92236142884713,,,19,,,,,,,,31806912
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,4,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109594335,,,19,,,,,,,,
,,,,,,,,,,,syscall_close,,,,,0,,350811920,,,sudoTracing.sh,,,,,157880,,,,,,,,,,,,,,,,,,,,,,0,3,,,20,,,,,,,,,3,,,3,,,,,,,,0,,,,,,,,,,,109607565,,,19,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193013634,,98,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19372,21795,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586105656,,1322077219,,,,,64,109909022,,,20,84,,40460,24,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193013666,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19373,20378,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586105272,,1322077219,,,,,64,109945063,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193015114,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19374,20377,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586104888,,1322077219,,,,,64,109963813,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193016562,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19375,20376,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586104504,,1322077219,,,,,64,109980323,,,20,1500,,40460,16,,6,,
,,,,,,,,,4922,,syscall_write,,,,,0,,166214648,,,lttng-consumerd,,,,,185360,,,,,,,,,,,,,,,,,,,,,,0,31,,,18,,,,,,,,,1,,,1,,,,,,1900806144,,4922,,,,,,,,,,,109931053,,,20,,,,,,,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193018010,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19376,20375,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586099896,,1322077219,,,,,64,110059437,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193019458,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19377,20374,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586100280,,1322077219,,,,,64,110079958,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193020906,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19378,20373,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586100664,,1322077219,,,,,64,110102562,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193022354,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19379,20372,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586101048,,1322077219,,,,,64,110117927,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193023802,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19380,20371,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586101432,,1322077219,,,,,64,110134281,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193025250,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19381,20370,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586101816,,1322077219,,,,,64,110155739,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193026698,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19382,20369,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586102200,,1322077219,,,,,64,110171572,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193028146,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19383,20368,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586102584,,1322077219,,,,,64,110186260,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193029594,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19384,20367,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586102968,,1322077219,,,,,64,110203395,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193031042,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19385,20366,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586103352,,1322077219,,,,,64,110223812,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193032490,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19386,20365,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586103736,,1322077219,,,,,64,110237510,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193033938,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19387,20364,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586104120,,1322077219,,,,,64,110252978,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193035386,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19388,20363,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586106424,,1322077219,,,,,64,110288134,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193036834,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19389,20362,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586106040,,1322077219,,,,,64,110303447,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193038282,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19390,20361,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586107192,,1322077219,,,,,64,110321207,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193039730,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19391,20360,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586106808,,1322077219,,,,,64,110340270,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193041178,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19392,20359,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2586107576,,1322077219,,,,,64,110359749,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193042626,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19393,20358,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2579454520,,1322077219,,,,,64,110378238,,,20,1500,,40460,16,,6,,
,,,,,,,,,,1,net_dev_queue,229,,,,0,,83107324,,4,lttng-consumerd,,,,,185360,,1,,3193044074,,1514,,5343,1322077235,,16384,,,,5,,,,8,,0,0,,,0,19394,20357,,,,,,,2861157994,1,,,1,,,enxb827eb8ec29a,,,,,,0,,2579454904,,1322077219,,,,,64,110395790,,,20,1500,,40460,16,,6,,
