flag,value,a_nomEvent,gidsetsize,fildes,parent_ns_inum,prio,tidptr,newsp,daddr,content_size,stream_instance_id,parent_tid,clone_flags,old_tid,type,addrlen,grouplist,network_header_type,protocol,buf,pid,dest_port,tot_len,tid,size,_vtids_length,urg_ptr,sgid,flags,source_port,reserved,timestamp,family,cpu_id,mode,pathname,egid,euid,comm,frag_off,ttl,head,saddr,optval,gid,sig,tos,bufsiz,rgid,vtids,count,optlen,stream_id,id,suid,skbaddr,events_discarded,dirent,parent_pid,ret,data_offset,filename,child_tid,ovalue,fd,packet_seq_num,len,uid,tcache,how,child_ns_inum,optname,nodep,name,transport_header_type,state,d_timestamp,window_size,dfd,envp,version,info,cpup,level,argv,which,ruid,seq,ack_seq,checksum,uservaddr,child_pid,parent_comm,child_comm,ihl,p_name
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,58734498,,0,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,600000,8517860706,,,,,,,,,,,,,,,,,,,
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,58741061,,1,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,600000,8517860706,,,,,,,,,,,,,,,,,,,
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,58743665,,2,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,600000,8517860706,,,,,,,,,,,,,,,,,,,kworker/2:2
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,58746009,,3,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,600000,8517860706,,,,,,,,,,,,,,,,,,,
,,syscall_read,,,,,,,,94432,3,,,,,,,,,2130630032,,,,,,,,,,,,64922659,,3,,,,,,,,,,,,,,,,,8,,0,17,,,0,,,8,,,,,14,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,64961201,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,64978701,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,65027815,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,65036773,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,65043388,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,65076200,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,25765202,,0,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,1200000,8517860706,,,,,,,,,,,,,,,,,,,swapper/0
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,25769786,,1,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,1200000,8517860706,,,,,,,,,,,,,,,,,,,
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,25770775,,2,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,1200000,8517860706,,,,,,,,,,,,,,,,,,,kworker/2:2
,,power_cpu_frequency,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,25771817,,3,,,,,,,,,,,,,,,,,,,0,4,,,0,,,,,,,,,0,,,,,,,,,,1200000,8517860706,,,,,,,,,,,,,,,,,,,swapper/3
,,syscall_exit_close,,,,,,,,217144,1,,,,,,,,,,,,,,,,,,,,,188280808863,,1,,,,,,,,,,,,,,,,,,,0,323,,,0,,,0,,,,,,0,,,,,,,,,,,8510764055,,,,,,,,,,,,,,,,,,,lttng-sessiond
,,syscall_close,,,,,,,,217144,1,,,,,,,,,,,,,,,,,,,,,12597730,,1,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,44,0,,,,,,,,,,,17021528110,,,,,,,,,,,,,,,,,,,lttng-sessiond
,,syscall_shutdown,,,,,,,,161720,0,,,,,,,,,,,,,,,,,,,,,188320144593,,0,,,,,,,,,,,,,,,,,,,0,242,,,0,,,0,,,,,3,0,,,,2,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,lttngracing.sh
,,syscall_close,,,,,,,,161720,0,,,,,,,,,,,,,,,,,,,,,12684917,,0,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,3,0,,,,,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,lttngracing.sh
,,syscall_write,,,,,,,,161720,0,,,,,,,,,750128,,,,,,,,,,,,13166270,,0,,,,,,,,,,,,,,,,,42,,0,18,,,0,,,42,,,,,1,0,,,,,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,lttngracing.sh
,,syscall_read,,,,,,,,161720,0,,,,,,,,,2127393404,,,,,,,,,,,,13260905,,0,,,,,,,,,,,,,,,,,16384,,0,17,,,0,,,42,,,,,11,0,,,,,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,sshd)0
,,syscall_getpid,,,,,,,,161720,0,,,,,,,,,,,,,,,,,,,,,13304655,,0,,,,,,,,,,,,,,,,,,,0,30,,,0,,,1205,,,,,,0,,,,,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,sshd)0
,,net_dev_queue,,,,,,,1322077219,161720,0,,,,,,,1,6,,,38474,148,,,,0,,24,22,0,13432988,,0,,,,,,16384,64,,1322077235,,,,8,,,,,,0,7860,,3060259384,0,,,,8,,,,,0,162,,,,,,,enxb827eb8ec29a,1,,8508973589,237,,,4,,,,,,,4088984360,3931544656,33235,,,,,5,sshd)0
,,syscall_write,,,,,,,,161720,0,,,,,,,,,10820296,,,,,,,,,,,,13380644,,0,,,,,,,,,,,,,,,,,96,,0,18,,,0,,,96,,,,,3,0,,,,,,,,,,,17017947178,,,,,,,,,,,,,,,,,,,sshd)0
,,sched_process_exit,,,,20,,,,161720,0,,,,,,,,,,,,,1269,,,,,,,,14277934,,0,,,,,lttngracing.sh,,,,,,,,,,,,,,0,3,,,0,,,,,,,,,0,,,,,,,,,,,8508973589,,,,,,,,,,,,,,,,,,,lttngracing.sh
,,syscall_write,,,,,,,,401584,2,,,,,,,,,2125030595,,,,,,,,,,,,14429652,,2,,,,,,,,,,,,,,,,,1,,0,18,,,0,,,1,,,,,4,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2125031239,,,,,,,,,,,,14463610,,2,,,,,,,,,,,,,,,,,1,,0,17,,,0,,,1,,,,,3,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_getuid,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188322098442,,2,,,,,,,,,,,,,,,,,,,0,160,,,0,,,0,,,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,131072,,,14647099,,2,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,6,,/etc/login.defs,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_read,,,,,,,,401584,2,,,,,,,,,6600064,,,,,,,,,,,,14709495,,2,,,,,,,,,,,,,,,,,4096,,0,17,,,0,,,4096,,,,,6,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_read,,,,,,,,401584,2,,,,,,,,,6600064,,,,,,,,,,,,14788870,,2,,,,,,,,,,,,,,,,,4096,,0,17,,,0,,,4096,,,,,6,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_read,,,,,,,,401584,2,,,,,,,,,6600064,,,,,,,,,,,,14859234,,2,,,,,,,,,,,,,,,,,4096,,0,17,,,0,,,2324,,,,,6,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,14882776,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,6,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,sudoTracing.sh
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15049598,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,sched_process_fork,,,4026531836,,,,,217144,1,253,,,,,,,,,,,,,,1,,,,,,15101004,,1,,,,,,,,,,,,,,,,1270,,,0,9,,,0,,253,,,,1270,,,0,,,,,4026531836,,,,,,8510764055,,,,,,,,,,,,,,,1270,kworker/u8:2,kworker/u8:2,,kworker/u8:2
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15207046,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,22,,/proc/sudoTracing.sh/cgroup,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25856144,,,,,,,,,,,,15266577,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,143,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15343608,,3,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15398504,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,22,,/proc/sudoTracing.sh/comm,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25856144,,,,,,,,,,,,15422826,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,5,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15433139,,3,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_write,,,,,,,,217144,1,,,,,,,,,1972522552,,,,,,,,,,,,15387514,,1,,,,,,,,,,,,,,,,,84,,0,18,,,0,,,84,,,,,12,0,,,,,,,,,,,17021528110,,,,,,,,,,,,,,,,,,,rs:main Q:Reg
,,syscall_readlinkat,,,,,,,,94432,3,,,,,,,,,25824848,,,,,,,,,,,,188322924950,,3,,/proc/sudoTracing.sh/exe,,,,,,,,,,,,99,,,,,0,276,,,0,,,13,,,,,,0,,,,,,,,,,,17044867434,,-100,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15492878,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,22,,/proc/sudoTracing.sh/cmdline,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25856144,,,,,,,,,,,,15516160,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,17,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,sched_process_exec,,,,,,,,401584,2,,,1270,,,,,,,,,,1270,,,,,,,,15544284,,2,,,,,,,,,,,,,,,,,,,0,8,,,0,,,,,/sbin/modprobe,,,,0,,,,,,,,,,,8517860706,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25856144,,,,,,,,,,,,15540899,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15548868,,3,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15564805,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,22,,/proc/sudoTracing.sh/status,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25872536,,,,,,,,,,,,15597670,,3,,,,,,,,,,,,,,,,,2048,,0,17,,,0,,,930,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25873466,,,,,,,,,,,,15696367,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15705430,,3,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_access,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188323174324,,2,0,,,,,,,,,,,,,,,,,,0,36,,,0,,,-2,,/etc/ld.so.nohwcap,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_access,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188323218387,,2,4,,,,,,,,,,,,,,,,,,0,36,,,0,,,0,,/etc/ld.so.preload,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15727461,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,-2,,/proc/sudoTracing.sh/sessionid,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,524288,,,15757773,,2,3,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/etc/ld.so.preload,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15766992,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,-2,,/proc/sudoTracing.sh/loginuid,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,15777044,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655360,,,15792773,,3,438,,,,,,,,,,,,,,,,,,0,19,,,0,,,22,,/proc/sudoTracing.sh/cgroup,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,524288,,,15807044,,2,26976,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/usr/lib/arm-linux-gnueabihf/libarmmem.so,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128398352,,,,,,,,,,,,15819544,,2,,,,,,,,,,,,,,,,,512,,0,17,,,0,,,512,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128397096,,,,,,,,,,,,15833971,,2,,,,,,,,,,,,,,,,,1000,,0,17,,,0,,,1000,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,94432,3,,,,,,,,,25856144,,,,,,,,,,,,15812930,,3,,,,,,,,,,,,,,,,,1024,,0,17,,,0,,,143,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128397040,,,,,,,,,,,,15841575,,2,,,,,,,,,,,,,,,,,45,,0,17,,,0,,,45,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_close,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,15855377,,3,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,22,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,15922981,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,524288,,,15961679,,2,1,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/etc/ld.so.cache,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,15978085,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_access,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188323465261,,2,0,,,,,,,,,,,,,,,,,,0,36,,,0,,,-2,,/etc/ld.so.nohwcap,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,524288,,,16009908,,2,26976,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/lib/arm-linux-gnueabihf/libc.so.6,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16026210,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128398200,,,,,,,,,,,,16025533,,2,,,,,,,,,,,,,,,,,512,,0,17,,,0,,,512,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16032981,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128395064,,,,,,,,,,,,16036783,,2,,,,,,,,,,,,,,,,,2880,,0,17,,,0,,,2880,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,401584,2,,,,,,,,,2128395008,,,,,,,,,,,,16047825,,2,,,,,,,,,,,,,,,,,47,,0,17,,,0,,,47,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_access,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,188323513073,,3,0,,,,,,,,,,,,,,,,,,0,36,,,0,,,0,,/run/systemd/journal/flushed,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_mkdir,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,188323530105,,3,493,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,,,,,,,,,,,0,41,,,0,,,-2,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655426,,,16090116,,3,416,,,,,,,,,,,,,,,,,,0,19,,,0,,,-2,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_access,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,188323586927,,3,0,,,,,,,,,,,,,,,,,,0,36,,,0,,,0,,/run/systemd/journal/flushed,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,16128085,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_mkdir,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,188323598802,,3,493,/var/log/journal/89caa8f7a5e342689a75e351c1e05987,,,,,,,,,,,,,,,,,0,41,,,0,,,-2,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,655426,,,16144127,,3,416,,,,,,,,,,,,,,,,,,0,19,,,0,,,-2,,/var/log/journal/89caa8f7a5e342689a75e351c1e05987/system.journal,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16378657,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16383866,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16389022,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16397772,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16419490,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16424490,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16428240,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_getpid,,,,,,,,94432,3,,,,,,,,,,,,,,,,,,,,,16460376,,3,,,,,,,,,,,,,,,,,,,0,30,,,0,,,141,,,,,,0,,,,,,,,,,,17044867434,,,,,,,,,,,,,,,,,,,systemd-journal
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,673792,,,17109957,,2,16384,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/etc/modprobe.d,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getdents64,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188324613695,,2,,,,,,,,,,,,,,,,,32768,,0,178,,,0,27357520,,208,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getdents64,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188324683331,,2,,,,,,,,,,,,,,,,,32768,,0,178,,,0,27357520,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,17215843,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,673792,,,17248707,,2,16384,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/lib/modprobe.d,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getdents64,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188324736195,,2,,,,,,,,,,,,,,,,,32768,,0,178,,,0,27390464,,120,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_getdents64,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,188324759997,,2,,,,,,,,,,,,,,,,,32768,,0,178,,,0,27390464,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_close,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,,,,17291051,,2,,,,,,,,,,,,,,,,,,,0,20,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_open,,,,,,,,401584,2,,,,,,,,,,,,,,,,,,655360,,,17300999,,2,0,,,,,,,,,,,,,,,,,,0,19,,,0,,,0,,/lib/modprobe.d/aliases.conf,,,,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,401584,2,,,,,,,,,27358352,,,,,,,,,,,,17353446,,2,,,,,,,,,,,,,,,,,4096,,0,17,,,0,,,655,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
,,syscall_read,,,,,,,,401584,2,,,,,,,,,27358352,,,,,,,,,,,,17405269,,2,,,,,,,,,,,,,,,,,4096,,0,17,,,0,,,0,,,,,0,0,,,,,,,,,,,17035721412,,,,,,,,,,,,,,,,,,,kworker/u8:2
